,ID,BrojKonkurisanja,BrojPregledaOglasa,NacinKonkurisanja,PrimarnaKategorija,StandardizovanaPozicija,Drzava,ImaInostranstvoGrad,Regioni,ImaInostranstvoRegion,Godina,Mesec_proba,Grad,Nadkategorija
228,122155,19,685,NE,"briga o lepoti, sport",fitnes instruktor,0,ne,Inostranstvo,da,2015,12,0,"Obrazovanje, umetnost i sport"
229,122156,12,856,NE,zdravstvo,lekar/doktor,0,ne,Inostranstvo,da,2015,12,0,Zdravstvo i farmacija
230,122591,87,1448,NE,ugostiteljstvo,ostale ugostiteljske pozicije,0,ne,Inostranstvo,da,2015,6,0,Turizam i ugostiteljstvo
231,122633,101,7486,N,"građevina, geodezija",građevinski inženjer,0,ne,"Srbija,Inostranstvo",da,2015,6,0,Tehničke nauke
232,122634,172,9182,N,"građevina, geodezija",građevinski inženjer,0,ne,"Srbija,Inostranstvo",da,2015,6,0,Tehničke nauke
233,122665,15,845,NE,mašinstvo,autolimar,0,ne,Inostranstvo,da,2015,6,Inostranstvo,Trgovina i usluge
239,122995,34,3580,NE,"transport, magacin",vozač,0,ne,Inostranstvo,da,2015,6,0,Trgovina i usluge
240,122996,65,2319,NE,elektrotehnika,elektrotehničar,0,ne,Inostranstvo,da,2015,6,0,Tehničke nauke
241,122999,25,1408,NE,"građevina, geodezija",električar,0,ne,Inostranstvo,da,2015,6,0,Tehničke nauke
242,123060,47,1289,N,mašinstvo,mašinski inženjer,0,ne,Inostranstvo,da,2015,6,"Pančevo, u inostranstvu",Tehničke nauke
245,123748,52,2206,NE,IT,PHP Developer,0,ne,Inostranstvo,da,2015,9,sad,Informacione tehnologije
246,123784,77,1241,NE,"briga o lepoti, sport",fizioterapeut,0,ne,Inostranstvo,da,2015,7,0,Zdravstvo i farmacija
247,123785,3,288,NE,"briga o lepoti, sport",kozmetičar,0,ne,Inostranstvo,da,2015,7,0,Trgovina i usluge
248,123786,6,418,NE,"briga o lepoti, sport",frizer,0,ne,Inostranstvo,da,2015,7,0,Trgovina i usluge
249,123787,10,754,NE,"briga o lepoti, sport",fitnes instruktor,0,ne,Inostranstvo,da,2015,7,0,"Obrazovanje, umetnost i sport"
250,123788,13,1108,NE,zdravstvo,lekar/doktor,0,ne,Inostranstvo,da,2015,7,0,Zdravstvo i farmacija
251,124642,73,2048,NE,"obrazovanje, briga o deci",bejbisiter/ka,0,ne,Inostranstvo,da,2015,7,0,"Obrazovanje, umetnost i sport"
253,125228,40,1242,NE,"briga o lepoti, sport",fizioterapeut,0,ne,Inostranstvo,da,2015,8,0,Zdravstvo i farmacija
254,125230,7,440,NE,"briga o lepoti, sport",kozmetičar,0,ne,Inostranstvo,da,2015,8,0,Trgovina i usluge
255,125231,9,530,NE,"briga o lepoti, sport",frizer,0,ne,Inostranstvo,da,2015,8,0,Trgovina i usluge
256,125233,30,988,NE,"briga o lepoti, sport",fitnes instruktor,0,ne,Inostranstvo,da,2015,8,0,"Obrazovanje, umetnost i sport"
257,125235,8,976,NE,zdravstvo,lekar/doktor,0,ne,Inostranstvo,da,2015,8,0,Zdravstvo i farmacija
258,125324,68,7650,NE,elektrotehnika,elektroinženjer,0,ne,"Srbija,Inostranstvo",da,2015,11,Srbija (ili druge balkanske zemlje),Tehničke nauke
259,125511,30,996,NE,"transport, magacin",vozač,0,ne,Inostranstvo,da,2015,8,0,Trgovina i usluge
260,126577,75,10727,NE,elektrotehnika,elektroinženjer,0,ne,"Srbija,Inostranstvo",da,2015,2,Rad od kuÄ‡e (Srbija i inostranstvo),Tehničke nauke
261,126690,56,2386,NE,"transport, magacin",vozač,0,ne,Inostranstvo,da,2015,3,Inostranstvo,Trgovina i usluge
262,127054,7,862,NE,zdravstvo,lekar/doktor,0,ne,Inostranstvo,da,2015,9,0,Zdravstvo i farmacija
263,127055,22,966,NE,"briga o lepoti, sport",fitnes instruktor,0,ne,Inostranstvo,da,2015,9,0,"Obrazovanje, umetnost i sport"
264,127056,7,1074,NE,"briga o lepoti, sport",frizer,0,ne,Inostranstvo,da,2015,11,0,Trgovina i usluge
265,127057,8,527,NE,"briga o lepoti, sport",kozmetičar,0,ne,Inostranstvo,da,2015,9,0,Trgovina i usluge
266,127059,31,1377,NE,zdravstvo,fizioterapeut,0,ne,Inostranstvo,da,2015,9,0,Zdravstvo i farmacija
267,127518,1,1578,NE,IT,iOS Developer,0,da,,ne,2015,9,0,Informacione tehnologije
268,127587,42,1612,N,administracija,IT Help Desk / Support,0,da,,ne,2015,9,Rad od kuÄ‡e (virtuelni / onlajn),Informacione tehnologije
269,127907,29,835,NE,ugostiteljstvo,kuvar,0,ne,Inostranstvo,da,2015,9,"U inostranstvu, rečni brodovi za krstarenje, EU",Turizam i ugostiteljstvo
270,128063,71,2238,NE,"građevina, geodezija",Menadžer projekata,0,ne,Inostranstvo,da,2015,9,0,Ekonomija
271,128363,44,1749,N,mašinstvo,mehaničar,0,ne,Inostranstvo,da,2015,6,0,Tehničke nauke
272,128728,35,2754,NE,"građevina, geodezija",rukovodilac mašinske službe,0,da,,ne,2015,9,0,Tehničke nauke
273,129570,27,1195,NE,ugostiteljstvo,konobar,0,ne,Inostranstvo,da,2015,10,Radite na rečnim čamcima,Turizam i ugostiteljstvo
274,129763,509,17529,N,elektrotehnika,električar,0,ne,"Srbija,Inostranstvo",da,2015,10,"Beograd (Srbija), Kraljevina Saudijska Arabija (u inostranstvu)",Tehničke nauke
275,130392,7,1690,NE,zdravstvo,medicinska sestra/tehničar,0,ne,Inostranstvo,da,2015,4,0,Zdravstvo i farmacija
276,132295,5,871,NE,mašinstvo,bravar,0,ne,Inostranstvo,da,2015,9,MaĹˇinski bravar,Tehničke nauke
278,133109,31,888,NE,elektrotehnika,administrativni radnik,0,ne,Inostranstvo,da,2015,12,Na brodu za krstarenje m / v Magellan,Ekonomija
279,134487,105,3447,N,elektrotehnika,elektroinženjer,0,ne,"Inostranstvo,Beograd (Ĺˇiri)",da,2016,1,0,Tehničke nauke
280,134745,11,1653,NE,IT,Software Developer / Programmer / Engineer,0,ne,Inostranstvo,da,2016,1,0,Informacione tehnologije
282,135745,147,3181,NE,"bankarstvo, finansije",finansijski kontrolor,0,ne,Inostranstvo,da,2016,9,Kragujevcu i inostranstvu,Ekonomija
283,135981,195,3407,N,dizajn,dizajner proizvoda,0,ne,Inostranstvo,da,2016,12,Rad od kuÄ‡e,Informacione tehnologije
284,136648,140,3708,N,"građevina, geodezija",šef gradilišta,0,ne,Inostranstvo,da,2016,2,Evropa,Tehničke nauke
285,136746,557,7076,NE,mašinstvo,mašinski inženjer,0,ne,"Srbija,Inostranstvo",da,2016,2,Srbiji i inostranstvu,Tehničke nauke
286,137323,54,1781,NE,zdravstvo,medicinska sestra/tehničar,0,ne,Inostranstvo,da,2016,4,Martin (Reči? Ka),Zdravstvo i farmacija
287,137445,99,3084,N,menadžment (srednji),Menadžer projekata,0,ne,"Inostranstvo,Beograd (Ĺˇiri)",da,2016,4,0,Ekonomija
288,137499,11,1593,NE,IT,JavaScript Developer,0,ne,"Inostranstvo,Beograd (Ĺˇiri)",da,2016,7,0,Informacione tehnologije
289,137506,23,1511,NE,IT,C#/C++ Developer,0,ne,"Inostranstvo,Beograd (Ĺˇiri)",da,2016,7,0,Informacione tehnologije
290,138363,22,1428,NE,"građevina, geodezija",izvođač završnih građevinskih radova,0,ne,Inostranstvo,da,2016,3,"U inostranstvu, EU",Tehničke nauke
291,138380,15,962,NE,"građevina, geodezija",montažer,0,ne,Inostranstvo,da,2016,3,0,Tehničke nauke
292,138395,42,2104,NE,elektrotehnika,električar,0,ne,Inostranstvo,da,2016,3,"U inostranstvu, EU",Tehničke nauke
293,138931,103,1615,NE,ugostiteljstvo,konobar,0,ne,Inostranstvo,da,2016,3,0,Turizam i ugostiteljstvo
295,139894,2,825,N,IT,System Administrator / Engineer,0,da,,ne,2016,11,0,Informacione tehnologije
297,140450,40,1639,NE,"građevina, geodezija",građevinski inženjer,0,ne,Inostranstvo,da,2016,4,0,Tehničke nauke
298,140683,39,2379,NE,"transport, magacin",vozač,0,ne,Inostranstvo,da,2016,4,0,Trgovina i usluge
299,141378,27,895,NE,mašinstvo,zavarivač / varilac,0,ne,Inostranstvo,da,2016,4,Reči? Ka,Tehničke nauke
300,141379,31,657,NE,mašinstvo,bravar,0,ne,Inostranstvo,da,2016,4,Reči? Ka,Tehničke nauke
301,141380,25,664,NE,mašinstvo,Telefonski operater,0,ne,Inostranstvo,da,2016,4,Reči? Ka,Ekonomija
302,141734,106,1592,N,mašinstvo,mašinski inženjer,0,ne,Inostranstvo,da,2016,9,0,Tehničke nauke
303,142516,134,5907,NE,"transport, magacin",vozač,0,ne,"Srbija,Inostranstvo",da,2016,5,0,Trgovina i usluge
305,143206,78,989,NE,"saobraćaj, logistika",referent logistike,0,ne,Inostranstvo,da,2016,5,Reči? Ka,Trgovina i usluge
306,143385,100,5271,NE,"trgovina, prodaja",IT Help Desk / Support,0,ne,"Srbija,Inostranstvo",da,2016,5,"Srbija, JuĹľna Evropa",Informacione tehnologije
307,143573,33,1049,NE,"transport, magacin",vozač,0,ne,Inostranstvo,da,2016,2,0,Trgovina i usluge
308,143703,6,508,NE,mašinstvo,zavarivač / varilac,0,ne,Inostranstvo,da,2016,7,Reči? Ka,Tehničke nauke
309,144334,7,697,NE,zdravstvo,lekar/doktor,0,ne,Inostranstvo,da,2016,6,0,Zdravstvo i farmacija
310,144726,16,770,N,"transport, magacin",vozač,0,ne,Inostranstvo,da,2016,6,0,Trgovina i usluge
311,145502,52,1413,NE,"marketing, promocija",marketing menadžer,0,ne,Inostranstvo,da,2016,6,Rad od kuÄ‡e,Ekonomija
312,145751,51,1784,NE,"građevina, geodezija",građevinski inženjer,0,ne,Inostranstvo,da,2016,4,0,Tehničke nauke
313,146064,258,5012,NE,"trgovina, prodaja",komercijalista,0,da,,ne,2016,8,"ViĹˇe gradova u Srbiji i inostranstvu (Crna Gora, Republika Srpska, Bosna i Hercegovina)",Trgovina i usluge
314,147064,31,1180,NE,elektrotehnika,elektrotehničar,0,ne,Inostranstvo,da,2016,7,0,Tehničke nauke
315,147162,97,1898,NE,"rudarstvo, metalurgija",Kontrolor,0,ne,Inostranstvo,da,2016,7,0,Ekonomija
317,148025,22,1172,NE,transport,vozač,0,ne,Inostranstvo,da,2016,8,0,Trgovina i usluge
318,148318,29,595,NE,šumarstvo,inženjer šumarstva,0,ne,Inostranstvo,da,2016,8,0,Tehničke nauke
319,148842,43,5628,NE,transport,vozač,0,ne,"Srbija,Inostranstvo",da,2016,8,0,Trgovina i usluge
320,149279,13,922,NE,ostalo,radnik u proizvodnji,0,ne,Inostranstvo,da,2016,8,Reči? Ka,Trgovina i usluge
321,150149,12,844,NE,"građevina, geodezija",građevinski inženjer,0,ne,Inostranstvo,da,2016,7,Kisk?,Tehničke nauke
322,150979,82,2218,NE,turizam,administrativni radnik,0,ne,Inostranstvo,da,2016,9,0,Ekonomija
324,151822,88,2155,NE,"građevina, geodezija",Menadžer projekata,0,ne,Inostranstvo,da,2016,9,Inostranstvo,Ekonomija
325,151893,72,1644,NE,elektrotehnika,Menadžer projekata,0,ne,Inostranstvo,da,2016,9,0,Ekonomija
326,151896,131,2471,NE,"građevina, geodezija",Menadžer projekata,0,ne,Inostranstvo,da,2016,9,0,Ekonomija
327,151899,118,2195,NE,mašinstvo,Menadžer projekata,0,ne,Inostranstvo,da,2016,9,0,Ekonomija
328,151934,4,852,N,zdravstvo,lekar/doktor,0,ne,Inostranstvo,da,2016,9,0,Zdravstvo i farmacija
329,153059,19,1804,NE,ostalo,higijeničar/ka,0,ne,Inostranstvo,da,2016,10,Reči? Ka,Trgovina i usluge
330,153466,35,1141,NE,IT,Stručni saradnik,0,da,,ne,2016,10,"Bujanovac, AdaĹˇevci (Ĺ id), Krnjača (Beograd), Principovac (Ilok - Hrvatska)",Ekonomija
331,153727,12,1402,NE,transport,vozač,0,ne,Inostranstvo,da,2016,10,0,Trgovina i usluge
332,154725,20,962,NE,mašinstvo,elektromonter,0,da,,ne,2016,4,0,Tehničke nauke
333,154982,498,10425,NE,"trgovina, prodaja",Menadžer prodaje i izvoza,0,ne,"Srbija,Inostranstvo",da,2016,11,"VeÄ‡i gradovi u Srbiji (Beograd, Novi Sad, NiĹˇ, Subotica, Sombor, VrĹˇac, Jagodina, Kragujevac, UĹľice, Ĺ abac, Zaječar, Pirot, Kraljevo, Novi Pazar), Crna Gora i BiH",Trgovina i usluge
335,155321,110,2078,NE,hemija,Kontrolor,0,ne,Inostranstvo,da,2016,11,0,Ekonomija
336,155337,33,1269,N,transport,vozač,0,ne,Inostranstvo,da,2016,11,0,Trgovina i usluge
337,156090,51,1265,NE,ugostiteljstvo,ostale ugostiteljske pozicije,0,ne,Inostranstvo,da,2016,11,0,Turizam i ugostiteljstvo
338,156160,69,1671,NE,transport,vozač,0,ne,Inostranstvo,da,2016,11,0,Trgovina i usluge
339,156235,25,1165,NE,"trgovina, prodaja",prodavac,0,ne,Inostranstvo,da,2016,11,0,Trgovina i usluge
340,156429,18,1951,NE,elektrotehnika,elektroinženjer,0,da,,ne,2016,11,0,Tehničke nauke
342,157028,7,1470,NE,transport,vozač,0,ne,Inostranstvo,da,2016,12,0,Trgovina i usluge
343,157220,302,7745,N,telekomunikacije,elektromonter,0,ne,"Srbija,Inostranstvo",da,2016,9,0,Tehničke nauke
344,157222,406,9479,N,telekomunikacije,elektromonter,0,ne,"Srbija,Inostranstvo",da,2016,9,0,Tehničke nauke
345,157258,404,6220,N,"građevina, geodezija",šef gradilišta,0,ne,"Srbija,Inostranstvo",da,2016,12,0,Tehničke nauke
346,157495,49,1298,NE,elektrotehnika,elektromonter,0,ne,Inostranstvo,da,2016,12,Teritorija EU,Tehničke nauke
348,159010,7,1156,N,transport,vozač,0,da,,ne,2017,11,0,Trgovina i usluge
350,159179,8,822,NE,briga o lepoti,frizer,0,ne,Inostranstvo,da,2017,1,0,Trgovina i usluge
352,159509,138,6665,N,elektrotehnika,šef gradilišta,0,ne,"Srbija,Inostranstvo",da,2017,1,"Beograd, Srbija, inostranstvo",Tehničke nauke
353,159510,336,11435,N,elektrotehnika,električar,0,ne,"Srbija,Inostranstvo",da,2017,1,"Beograd, Srbija, inostranstvo",Tehničke nauke
354,160134,42,1082,NE,priprema hrane,kuvar,0,ne,Inostranstvo,da,2017,1,"Fort Kuâ€™Appelle, Nipavin, Iorkton, Moose Jav, Prince Albert, Saskatoon, Regina",Turizam i ugostiteljstvo
355,160762,32,1962,NE,mašinstvo,Menadžer projekata,0,da,,ne,2017,1,0,Ekonomija
356,160985,128,8771,N,administracija,menadžer za razvoj biznisa,0,ne,"Srbija,Inostranstvo",da,2017,3,Udaljeni poloĹľaj,Ekonomija
357,161295,27,703,NE,"računovodstvo, knjigovodstvo",Kontrolor,0,da,,ne,2017,9,0,Ekonomija
358,161302,39,770,NE,ugostiteljstvo,menadžer ugostiteljstva,0,da,,ne,2017,9,0,Turizam i ugostiteljstvo
359,161382,11,328,NE,priprema hrane,kuvar,0,ne,Inostranstvo,da,2017,8,0,Turizam i ugostiteljstvo
360,161384,26,444,NE,ugostiteljstvo,šanker,0,ne,Inostranstvo,da,2017,8,0,Turizam i ugostiteljstvo
361,161389,23,444,NE,priprema hrane,kuvar,0,ne,Inostranstvo,da,2017,8,0,Turizam i ugostiteljstvo
362,161392,32,734,NE,ugostiteljstvo,administrativni radnik,0,ne,Inostranstvo,da,2017,8,0,Ekonomija
363,161409,45,687,NE,ugostiteljstvo,konobar,0,ne,Inostranstvo,da,2017,8,0,Turizam i ugostiteljstvo
364,161410,6,240,NE,priprema hrane,kuvar,0,ne,Inostranstvo,da,2017,8,0,Turizam i ugostiteljstvo
365,161501,230,8367,NE,ljudski resursi (HR),menadžer ljudskih resursa,0,ne,"Srbija,Inostranstvo",da,2017,10,"Srbija, Crna Gora, Makedonija, Albanija, BiH",Trgovina i usluge
366,161663,32,530,NE,"trgovina, prodaja",prodajni medicinski predstavnik,0,da,,ne,2017,2,Dalje od vaĹˇe kuÄ‡ne kancelarije,Trgovina i usluge
367,161690,70,850,NE,ugostiteljstvo,konobar,0,ne,Inostranstvo,da,2017,10,Couplets,Turizam i ugostiteljstvo
368,162081,27,11926,NE,ugostiteljstvo,konobar,0,da,,ne,2017,2,0,Turizam i ugostiteljstvo
369,162184,208,1965,NE,"trgovina, prodaja",komercijalista,0,da,,ne,2017,2,"Ĺ abac, Loznica, Valjevo, Republika Srpska",Trgovina i usluge
370,162690,44,3699,N,dizajn,grafički dizajner,0,ne,"Srbija,Inostranstvo",da,2017,2,Rad od kuÄ‡e,Informacione tehnologije
371,163274,5,779,N,transport,vozač,0,ne,Inostranstvo,da,2017,2,0,Trgovina i usluge
372,164001,438,9590,N,administracija,administrativni radnik,0,ne,"Srbija,Inostranstvo",da,2017,9,0,Ekonomija
373,164035,19,829,NE,transport,vozač,0,ne,Inostranstvo,da,2017,9,0,Trgovina i usluge
374,165172,351,5319,N,"građevina, geodezija",šef gradilišta,0,ne,"Srbija,Inostranstvo",da,2017,3,Srbiji i inostranstvu,Tehničke nauke
375,166108,20,1477,NE,transport,vozač,0,da,,ne,2017,3,0,Trgovina i usluge
377,166358,177,3279,NE,"trgovina, prodaja",Stručni saradnik,0,da,,ne,2017,6,0,Ekonomija
379,166652,29,1375,N,elektrotehnika,elektroinženjer,0,da,,ne,2017,5,0,Tehničke nauke
381,167339,22,1275,NE,priprema hrane,kuvar,0,da,,ne,2017,4,0,Turizam i ugostiteljstvo
382,167461,60,1421,NE,ugostiteljstvo,ostale ugostiteljske pozicije,0,da,,ne,2017,4,Krstarenje brodom,Turizam i ugostiteljstvo
383,167606,20,1088,NE,transport,vozač,0,da,,ne,2017,4,0,Trgovina i usluge
384,168726,64,1627,NE,arhitektura,arhitekta,0,da,,ne,2017,5,Afrika,Tehničke nauke
385,168754,38,852,NE,"građevina, geodezija",građevinski tehničar,0,da,,ne,2017,5,Afrika,Tehničke nauke
386,168756,33,970,NE,"građevina, geodezija",građevinski inženjer,0,da,,ne,2017,5,Afrika,Tehničke nauke
387,168758,42,925,NE,hemija,hemijski inženjer,0,da,,ne,2017,5,Afrika,Tehničke nauke
388,168923,500,8978,N,"jezici, književnost",profesor,0,da,,ne,2017,4,Srbija,"Obrazovanje, umetnost i sport"
389,169436,9,696,N,transport,vozač,0,da,,ne,2017,8,0,Trgovina i usluge
390,169471,12,740,NE,transport,vozač,0,da,,ne,2017,8,0,Trgovina i usluge
391,169474,89,2169,NE,transport,vozač,0,da,,ne,2017,5,0,Trgovina i usluge
392,169676,204,2236,NE,menadžment (srednji),Menadžer projekata,0,da,,ne,2017,10,0,Ekonomija
393,169767,97,2497,NE,"građevina, geodezija",šef gradilišta,0,da,,ne,2017,12,0,Tehničke nauke
394,169887,11,1152,NE,elektrotehnika,vodoinstalater,0,da,,ne,2017,11,0,Tehničke nauke
395,169966,50,1665,NE,"građevina, geodezija",šef gradilišta,0,da,,ne,2017,12,0,Tehničke nauke
396,170986,11,1091,N,ugostiteljstvo,kuvar,0,da,,ne,2017,5,0,Turizam i ugostiteljstvo
397,171326,102,2009,NE,zdravstvo,Medicinski tehničar/sestra,0,da,,ne,2017,5,0,Zdravstvo i farmacija
398,172236,109,1159,NE,"građevina, geodezija",ostale građevinske pozicije,0,da,,ne,2017,8,0,Tehničke nauke
399,172556,569,9702,N,"jezici, književnost",profesor,0,da,,ne,2017,7,Srbija,"Obrazovanje, umetnost i sport"
400,172645,11,5967,NE,ugostiteljstvo,kuvar,0,ne,Inostranstvo,da,2017,8,0,Turizam i ugostiteljstvo
401,172809,13,813,N,priprema hrane,kuvar,0,da,,ne,2017,9,0,Turizam i ugostiteljstvo
403,173299,39,747,NE,ugostiteljstvo,Ugostiteljski radnik,0,ne,Inostranstvo,da,2017,6,Krstarenje brodom,Turizam i ugostiteljstvo
404,174033,28,1583,NE,transport,vozač,0,da,,ne,2017,6,0,Trgovina i usluge
405,174130,28,3477,NE,IT,PHP Developer,0,ne,"Srbija,Inostranstvo",da,2017,6,Udaljeni poloĹľaj,Informacione tehnologije
406,174264,22,380,NE,"građevina, geodezija",vodoinstalater,0,da,,ne,2017,6,0,Tehničke nauke
407,174751,9,510,NE,priprema hrane,kuvar,0,ne,Inostranstvo,da,2017,6,Dobro?,Turizam i ugostiteljstvo
408,174774,159,1898,NE,elektrotehnika,električar,0,ne,Inostranstvo,da,2017,3,sad,Tehničke nauke
409,174828,9,739,NE,mašinstvo,zavarivač / varilac,0,ne,"Inostranstvo,Beograd (Ĺˇiri)",da,2017,3,0,Tehničke nauke
411,175167,87,3846,NE,elektrotehnika,elektroinženjer,0,ne,"Srbija,Inostranstvo",da,2017,5,Srbija - terenski rad u Srbiji i inostranstvu,Tehničke nauke
413,175600,6,511,NE,transport,vozač,0,da,,ne,2017,7,0,Trgovina i usluge
414,175688,8,1168,N,zdravstvo,medicinska sestra/tehničar,0,da,,ne,2017,12,0,Zdravstvo i farmacija
416,176769,95,1718,NE,telekomunikacije,montažer u elektrotehnici,0,da,,ne,2017,7,0,Tehničke nauke
417,176900,90,2923,NE,ostalo,radnik u proizvodnji,0,da,,ne,2017,7,0,Trgovina i usluge
418,176963,1,396,N,veterina,diplomirani veterinar,0,da,,ne,2017,7,0,Zdravstvo i farmacija
419,177990,52,1179,NE,ostalo,operater na mašinama,0,da,,ne,2017,8,0,Tehničke nauke
420,178470,8,625,NE,tekstilna industrija,šivač/krojač,0,da,,ne,2017,11,0,Trgovina i usluge
422,179608,265,6084,NE,"trgovina, prodaja",prodajni medicinski predstavnik,0,da,,ne,2017,8,0,Trgovina i usluge
423,179765,83,11037,NE,IT,System Administrator / Engineer,0,ne,"Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo,Inostranstvo",da,2017,8,Rad od kuÄ‡e,Informacione tehnologije
424,179984,399,7143,NE,"trgovina, prodaja",Menadžer prodaje ,0,da,,ne,2017,4,"Svi veÄ‡i gradovi u Srbiji, Crnoj Gori i Bosni i Hercegovini",Trgovina i usluge
425,180354,5,561,NE,transport,vozač,0,da,,ne,2017,8,0,Trgovina i usluge
426,180528,558,11052,N,"obrazovanje, briga o deci",profesor,0,da,,ne,2017,1,Rad od kuÄ‡e,"Obrazovanje, umetnost i sport"
427,181049,30,2504,N,transport,vozač,0,da,,ne,2017,6,0,Trgovina i usluge
428,181123,54,1033,NE,ostalo,radnik u proizvodnji,0,da,,ne,2017,6,ChoteĹˇov (? EĹˇkoj),Trgovina i usluge
429,181232,4,1250,NE,transport,vozač,0,da,,ne,2017,11,0,Trgovina i usluge
430,182515,14,516,NE,elektrotehnika,elektromonter,0,da,,ne,2017,9,0,Tehničke nauke
433,184103,71,1733,NE,ostalo,montažer,0,da,,ne,2017,3,0,Tehničke nauke
434,184244,492,17741,N,"jezici, književnost",učitelj,0,da,,ne,2017,4,Srbija,"Obrazovanje, umetnost i sport"
436,185571,46,1135,N,ugostiteljstvo,menadžer ugostiteljstva,0,da,,ne,2017,10,0,Turizam i ugostiteljstvo
439,186950,11,1441,NE,elektrotehnika,električar,0,da,,ne,2017,10,Afrika,Tehničke nauke
