,ID,BrojKonkurisanja,BrojPregledaOglasa,NacinKonkurisanja,PrimarnaKategorija,StandardizovanaPozicija,Drzava,ImaInostranstvoGrad,Regioni,ImaInostranstvoRegion,Godina,Mesec_proba,Grad,Nadkategorija
3471,130375,2,590,NE,mašinstvo,bravar,Mađarska,ne,Inostranstvo,da,2015,4,"Roszke, MaÄ‘arska",Tehničke nauke
3472,130376,3,398,NE,"transport, magacin",Viljuškarista,Mađarska,ne,Inostranstvo,da,2015,4,"Roszke, MaÄ‘arska",Trgovina i usluge
3473,131265,1,337,NE,elektrotehnika,električar,Mađarska,ne,Inostranstvo,da,2015,11,"Roszke, MaÄ‘arska",Tehničke nauke
3474,131267,1,409,NE,"transport, magacin",vozač,Mađarska,ne,Inostranstvo,da,2015,11,"Roszke, MaÄ‘arska",Trgovina i usluge
3479,131898,7,1106,NE,elektrotehnika,elektroinženjer,Mađarska,ne,Inostranstvo,da,2015,2,"BudimpeĹˇta, MaÄ‘arska",Tehničke nauke
3480,132294,12,1083,NE,elektrotehnika,električar,Mađarska,ne,Inostranstvo,da,2015,9,"Roszke, Ma? Arska",Tehničke nauke
3481,132296,3,750,NE,"transport, magacin",Viljuškarista,Mađarska,ne,Inostranstvo,da,2015,9,"Roszke, Ma? Arska",Trgovina i usluge
3482,132925,26,1449,N,mašinstvo,radnik u proizvodnji,Mađarska,ne,Inostranstvo,da,2015,12,"Dabas, MaÄ‘arska",Trgovina i usluge
3483,134392,3,349,NE,administracija,Referent za ljudske resurse,Mađarska,ne,Inostranstvo,da,2016,1,Segedin (MaÄ‘arska),Trgovina i usluge
3484,134395,35,906,NE,administracija,carinski agent (špediter),Mađarska,ne,Inostranstvo,da,2016,1,"Kelebija (Subotica), Tompa (MaÄ‘arska)",Trgovina i usluge
3485,134778,29,1314,N,menadžment (srednji),Direktor,Mađarska,ne,Inostranstvo,da,2016,1,"BudimpeĹˇta, MaÄ‘arska)",Ekonomija
3486,134836,3,3642,NE,IT,Java Developer,Mađarska,da,,ne,2016,1,Segedin (MaÄ‘arska),Informacione tehnologije
3487,135135,18,823,N,"trgovina, prodaja",direktor prodaje,Mađarska,ne,Inostranstvo,da,2016,1,BudimpeĹˇta,Trgovina i usluge
3490,137616,2,292,NE,IT,C#/C++ Developer,Mađarska,ne,Inostranstvo,da,2016,8,"BudimpeĹˇta, MaÄ‘arska)",Informacione tehnologije
3491,137619,4,669,NE,IT,.NET Developer,Mađarska,da,,ne,2016,8,"BudimpeĹˇta, MaÄ‘arska)",Informacione tehnologije
3492,137623,3,542,NE,IT,Software Developer / Programmer / Engineer,Mađarska,da,,ne,2016,8,"BudimpeĹˇta, MaÄ‘arska)",Informacione tehnologije
3493,140688,80,2247,NE,ostalo,pomoćni radnik,Mađarska,da,,ne,2016,4,Tompa (Ma? Arska),Trgovina i usluge
3494,140713,5,484,N,"računovodstvo, knjigovodstvo",knjigovođa,Mađarska,ne,Inostranstvo,da,2016,4,"BudimpeĹˇta, MaÄ‘arska",Ekonomija
3495,142100,95,1792,NE,elektrotehnika,elektroinženjer,Mađarska,ne,"Inostranstvo,Beograd (Ĺˇiri)",da,2016,5,BudimpeĹˇta (MaÄ‘arska) i Beograd (Srbija),Tehničke nauke
3496,142407,15,734,NE,elektrotehnika,elektroinženjer,Mađarska,ne,Inostranstvo,da,2016,5,"BudimpeĹˇta, MaÄ‘arska",Tehničke nauke
3498,142747,8,1306,NE,"transport, magacin",vozač,Mađarska,ne,Inostranstvo,da,2016,5,Ma? Arska,Trgovina i usluge
3499,143445,4,609,NE,mašinstvo,poslovođa,Mađarska,ne,Inostranstvo,da,2016,1,"BudimpeĹˇta, MaÄ‘arska",Trgovina i usluge
3500,143953,1,878,NE,"poljoprivreda, šumarstvo",Direktor proizvodnje,Mađarska,ne,Inostranstvo,da,2016,7,"Kerecsend, MaÄ‘arska",Ekonomija
3502,146024,7,1162,NE,"transport, magacin",vozač,Mađarska,ne,Inostranstvo,da,2016,7,Kiskunhalas (MaÄ‘arska),Trgovina i usluge
3503,146287,3,257,NE,ostalo,radnik u proizvodnji,Mađarska,ne,Inostranstvo,da,2016,12,MaÄ‘arska,Trgovina i usluge
3504,146943,4,1149,N,IT,Database Administrator,Mađarska,da,,ne,2016,7,"BudimpeĹˇta, MaÄ‘arska)",Informacione tehnologije
3505,147795,23,718,NE,ostalo,operater na mašinama,Mađarska,ne,Inostranstvo,da,2016,4,Ma? Arska,Tehničke nauke
3506,148888,13,556,NE,ostalo,operater na mašinama,Mađarska,ne,Inostranstvo,da,2016,8,Ma? Arska,Tehničke nauke
3507,148955,32,1481,NE,IT,Database Administrator,Mađarska,da,,ne,2016,8,BudimpeĹˇta (MaÄ‘arska) i / ili Beograd,Informacione tehnologije
3508,149524,61,1093,NE,"mediji (novinarstvo, štampa)",voditelj,Mađarska,ne,Inostranstvo,da,2016,8,"BudimpeĹˇta, MaÄ‘arska","Obrazovanje, umetnost i sport"
3509,149601,64,971,NE,"mediji (novinarstvo, štampa)",producent,Mađarska,ne,Inostranstvo,da,2016,8,"BudimpeĹˇta, MaÄ‘arska","Obrazovanje, umetnost i sport"
3510,150082,34,1676,NE,dizajn,arhitekta,Mađarska,ne,Inostranstvo,da,2016,6,"BudimpeĹˇta, MaÄ‘arska",Tehničke nauke
3511,150940,29,1286,NE,ostalo,radnik u proizvodnji,Mađarska,ne,Inostranstvo,da,2016,3,Zalaegerseg (Ma? Arska),Trgovina i usluge
3512,152566,15,942,N,mašinstvo,mašinski inženjer,Mađarska,ne,Inostranstvo,da,2016,7,"BudimpeĹˇta, MaÄ‘arska)",Tehničke nauke
3513,154047,25,645,NE,mašinstvo,mašinski inženjer,Mađarska,ne,Inostranstvo,da,2016,10,Zalaegerszeg (MaÄ‘arska),Tehničke nauke
3514,154049,8,501,NE,mašinstvo,mašinski inženjer,Mađarska,ne,Inostranstvo,da,2016,10,Sarvar (MaÄ‘arska),Tehničke nauke
3515,154052,13,604,NE,mašinstvo,mašinski inženjer,Mađarska,ne,Inostranstvo,da,2016,10,Zalaegerszeg (MaÄ‘arska),Tehničke nauke
3516,154053,19,615,NE,mašinstvo,mašinski inženjer,Mađarska,ne,Inostranstvo,da,2016,10,Zalaegerszeg (MaÄ‘arska),Tehničke nauke
3517,154056,8,634,NE,mašinstvo,izrađivač alata,Mađarska,ne,Inostranstvo,da,2016,10,Sarvar (MaÄ‘arska),Tehničke nauke
3518,154495,2,945,N,IT,Java Developer,Mađarska,da,,ne,2016,1,"BudimpeĹˇta, MaÄ‘arska)",Informacione tehnologije
3529,155666,6,398,N,finansije,finansijski kontrolor,Mađarska,da,,ne,2016,11,Segedin,Ekonomija
3533,158815,28,2100,NE,elektrotehnika,Quality Assurance,Mađarska,da,,ne,2017,10,Sarvar (MaÄ‘arska),Informacione tehnologije
3534,158818,40,1126,NE,mašinstvo,mašinski inženjer,Mađarska,da,,ne,2017,10,"Sarvar, MaÄ‘arska",Tehničke nauke
3535,162721,81,2520,N,finansije,finansijski direktor,Mađarska,ne,"Inostranstvo,Severno-bački okrug,Srednje-banatski okrug,Severno-banatski okrug,JuĹľno-banatski okrug,Zapadno-bački okrug,JuĹľno-bački okrug",da,2017,2,BudimpeĹˇta,Ekonomija
3536,164130,6,1720,NE,IT,C#/C++ Developer,Mađarska,da,,ne,2017,3,"BudimpeĹˇta, MaÄ‘arska)",Informacione tehnologije
3539,169101,57,1371,NE,ljudski resursi (HR),menadžer ljudskih resursa,Mađarska,ne,Inostranstvo,da,2017,4,"BudimpeĹˇta, MaÄ‘arska)",Trgovina i usluge
3541,170256,11,3482,NE,IT,C#/C++ Developer,Mađarska,ne,Inostranstvo,da,2017,5,"BudimpeĹˇta, MaÄ‘arska)",Informacione tehnologije
3542,173366,16,280,NE,priprema hrane,kuvar,Mađarska,da,,ne,2017,6,BudimpeĹˇta,Turizam i ugostiteljstvo
3544,179179,20,457,NE,mašinstvo,zavarivač / varilac,Mađarska,ne,Inostranstvo,da,2017,8,DunaujvaroĹˇ (Ma? Arska),Tehničke nauke
3545,179881,1,112,NE,ostalo,operater na mašinama,Mađarska,ne,Inostranstvo,da,2017,8,Szombatheli (MaÄ‘arska),Tehničke nauke
3547,179897,1,188,NE,ostalo,radnik u proizvodnji,Mađarska,da,,ne,2017,8,Szombatheli (MaÄ‘arska),Trgovina i usluge
3549,181983,6,874,NE,mašinstvo,rukovalac na CNC mašini,Mađarska,ne,Inostranstvo,da,2017,9,"Ĺ˝upanija Gi? R-Moson-Sopron, Veszkeni, MaÄ‘arska",Tehničke nauke
3550,182154,5,1110,NE,ostalo,pomoćni radnik,Mađarska,da,,ne,2017,9,Putovanje (Ma? Arska),Trgovina i usluge
3551,182762,48,1236,NE,"trgovina, prodaja",direktor prodaje,Mađarska,ne,Inostranstvo,da,2017,9,"BudimpeĹˇta, MaÄ‘arska)",Trgovina i usluge
3554,183075,10,746,NE,"grafičarstvo, izdavaštvo",Radnik u grafičkoj proizvodnji,Mađarska,ne,Inostranstvo,da,2017,9,Segedin (Ma? Arska),Trgovina i usluge
3555,186814,2,768,NE,mašinstvo,rukovalac na CNC mašini,Mađarska,ne,Inostranstvo,da,2017,10,"U MaÄ‘arsku, Gi? R-Moson-Sopron",Tehničke nauke
3556,187328,12,1151,NE,IT,Java Developer,Mađarska,ne,Inostranstvo,da,2017,1,Segedin (MaÄ‘arska),Informacione tehnologije
3557,188519,1,884,NE,"računovodstvo, knjigovodstvo",praktikant u računovodstvu,Mađarska,da,,ne,2017,11,"BudimpeĹˇta, MaÄ‘arska",Ekonomija
3558,188616,7,737,N,"grafičarstvo, izdavaštvo",Radnik u grafičkoj proizvodnji,Mađarska,ne,Inostranstvo,da,2017,11,Segedin (Ma? Arska),Trgovina i usluge
3559,190992,7,1000,NE,mašinstvo,rukovalac na CNC mašini,Mađarska,ne,Inostranstvo,da,2017,7,"U MaÄ‘arsku, Gi? R-Moson-Sopron",Tehničke nauke
3560,192586,8,1042,NE,kontrola kvaliteta,inženjer kontrole kvaliteta,Mađarska,ne,Inostranstvo,da,2017,12,Giongios (MaÄ‘arska),Tehničke nauke
3561,192587,6,798,NE,mašinstvo,izrađivač alata,Mađarska,ne,Inostranstvo,da,2017,12,Giongios (MaÄ‘arska),Tehničke nauke
3562,192600,16,1177,NE,ekonomija (opšte),projekt menadžer,Mađarska,ne,Inostranstvo,da,2017,12,Giongios (MaÄ‘arska),Ekonomija
3563,192601,15,1265,NE,hemija,hemijski inženjer,Mađarska,ne,Inostranstvo,da,2017,12,Giongios (MaÄ‘arska),Tehničke nauke
3564,193543,9,1306,NE,mašinstvo,rukovalac na CNC mašini,Mađarska,ne,Inostranstvo,da,2018,9,Gi? R (MaÄ‘arska),Tehničke nauke
3565,193638,4,610,NE,mašinstvo,mašinski tehničar,Mađarska,da,,ne,2018,1,MaÄ‘arska,Tehničke nauke
3566,195710,6,1048,N,"grafičarstvo, izdavaštvo",Radnik u grafičkoj proizvodnji,Mađarska,ne,Inostranstvo,da,2018,1,Segedin (Ma? Arska),Trgovina i usluge
3567,196838,21,1664,NE,mašinstvo,operater na mašinama,Mađarska,ne,Inostranstvo,da,2018,5,Szolnok,Tehničke nauke
3568,197506,9,1340,NE,mašinstvo,rukovalac na CNC mašini,Mađarska,ne,Inostranstvo,da,2018,9,"MaÄ‘arska, okrug Gi? R-Moson-Sopron, Veszkeni",Tehničke nauke
3570,200939,9,1168,NE,mašinstvo,rukovalac na CNC mašini,Mađarska,ne,Inostranstvo,da,2018,3,"MaÄ‘arska, okrug Gi? R-Moson-Sopron, Veszkeni",Tehničke nauke
3572,202050,8,1003,NE,transport,vozač,Mađarska,da,,ne,2018,3,"BudimpeĹˇta, MaÄ‘arska",Trgovina i usluge
3573,202668,9,831,NE,transport,vozač,Mađarska,da,,ne,2018,3,MaÄ‘arska,Trgovina i usluge
3574,204315,20,1025,N,mašinstvo,rukovalac na CNC mašini,Mađarska,da,,ne,2018,11,SekeĹˇfehervar (Ma? Arska),Tehničke nauke
3576,209203,1,265,NE,priprema hrane,kuvar,Mađarska,ne,Inostranstvo,da,2018,5,"Kiskunhalas, MaÄ‘arska",Turizam i ugostiteljstvo
3579,209997,26,946,NE,mašinstvo,mašinski inženjer,Mađarska,ne,Inostranstvo,da,2018,5,MaÄ‘arska - Kistelek,Tehničke nauke
3581,210359,4,1079,NE,ostalo,radnik u proizvodnji,Mađarska,ne,Inostranstvo,da,2018,5,"Centralna MaÄ‘arska, Dunaujvaros",Trgovina i usluge
3582,210968,31,1305,N,ostalo,radnik u proizvodnji,Mađarska,ne,Inostranstvo,da,2018,1,Ma? Arska,Trgovina i usluge
3583,211046,2,423,N,tekstilna industrija,šivač/krojač,Mađarska,da,,ne,2018,1,Segedin (Ma? Arska),Trgovina i usluge
3584,211051,15,1184,N,mašinstvo,servisni inženjer,Mađarska,da,,ne,2018,1,SekeĹˇfehervar (Ma? Arska),Tehničke nauke
3585,211444,5,552,NE,mašinstvo,rukovodilac mašinske službe,Mađarska,ne,Inostranstvo,da,2018,5,"Tamasi, Kisk? Ros (MaÄ‘arska)",Tehničke nauke
3586,211509,3,830,NE,mašinstvo,mehaničar,Mađarska,ne,Inostranstvo,da,2018,5,"MaÄ‘arska, Kecskemet",Tehničke nauke
3587,212083,30,2036,NE,ostalo,radnik u proizvodnji,Mađarska,da,,ne,2018,11,Mor (maÄ‘arski),Trgovina i usluge
3588,215135,7,922,NE,ostalo,radnik u proizvodnji,Mađarska,ne,Inostranstvo,da,2018,3,"Centralna MaÄ‘arska, Dunaujvaros",Trgovina i usluge
3589,215248,17,2211,NE,administracija,office manager,Mađarska,ne,Inostranstvo,da,2018,4,"BudimpeĹˇta, MaÄ‘arska",Ekonomija
3590,216213,2,526,NE,"građevina, geodezija",rukovalac građevinskim mašinama,Mađarska,ne,Inostranstvo,da,2018,11,"MaÄ‘arska, Szombatheli",Tehničke nauke
3591,216230,1,316,NE,"građevina, geodezija",stolar/tesar,Mađarska,ne,Inostranstvo,da,2018,11,"MaÄ‘arska, Szombatheli",Tehničke nauke
3592,218205,18,873,N,mašinstvo,projekt menadžer u mašinstvu,Mađarska,ne,Inostranstvo,da,2018,7,"MaÄ‘arska, Kisk? Ros",Tehničke nauke
3593,218691,8,6061,N,IT,.NET Developer,Mađarska,ne,Inostranstvo,da,2018,2,BudimpeĹˇta,Informacione tehnologije
3594,221108,9,2234,NE,IT,IT Help Desk / Support,Mađarska,da,,ne,2018,8,"BudimpeĹˇta, MaÄ‘arska",Informacione tehnologije
3595,221121,17,1340,NE,ostalo,radnik u proizvodnji,Mađarska,ne,Inostranstvo,da,2018,8,Ĺ opron (Ma? Arska),Trgovina i usluge
3596,224507,1,454,N,"građevina, geodezija",stolar/tesar,Mađarska,ne,Inostranstvo,da,2018,9,er (maÄ‘arska),Tehničke nauke
3597,224531,19,978,N,mašinstvo,rukovalac na CNC mašini,Mađarska,ne,Inostranstvo,da,2018,9,SekeĹˇfehervar (Ma? Arska),Tehničke nauke
3598,224573,12,470,N,"jezici, književnost",prevodilac,Mađarska,ne,Inostranstvo,da,2018,9,"BudimpeĹˇta, MaÄ‘arska)","Obrazovanje, umetnost i sport"
3599,224817,30,720,NE,priprema hrane,kuvar,Mađarska,da,,ne,2018,9,"BudimpeĹˇta, MaÄ‘arska",Turizam i ugostiteljstvo
3601,225773,40,1989,NE,pravo,"pravni referent, saradnik",Mađarska,ne,Inostranstvo,da,2018,9,"BudimpeĹˇta, MaÄ‘arska)",Trgovina i usluge
3602,228417,21,1042,N,magacin,Viljuškarista,Mađarska,ne,Inostranstvo,da,2018,11,Ke? Kemet (Ma? Arska),Trgovina i usluge
3603,230165,15,940,N,logistika,menadžer logistike,Mađarska,ne,Inostranstvo,da,2018,10,"Szazhalombatta, BudimpeĹˇta",Trgovina i usluge
3604,230421,16,814,NE,priprema hrane,kuvar,Mađarska,ne,Inostranstvo,da,2018,10,"BudimpeĹˇta, MaÄ‘arska)",Turizam i ugostiteljstvo
3605,232278,1,589,N,logistika,referent logistike,Mađarska,ne,Inostranstvo,da,2018,7,"Szazhalombatta, BudimpeĹˇta",Trgovina i usluge
3607,233040,7,638,NE,mašinstvo,metalostrugar,Mađarska,ne,Inostranstvo,da,2018,11,"Gior, Maarska",Tehničke nauke
3610,233791,10,761,NE,ostalo,radnik u proizvodnji,Mađarska,da,,ne,2018,11,"BudimpeĹˇta, MaÄ‘arska)",Trgovina i usluge
3611,233973,5,418,NE,ljudski resursi (HR),specijalista zadužen za proces selekcije,Mađarska,da,,ne,2018,11,Segedin,Trgovina i usluge
3612,235483,2,542,NE,"jezici, književnost",prevodilac,Mađarska,ne,Inostranstvo,da,2018,4,"Tiszaujvaros, Ma? Arska","Obrazovanje, umetnost i sport"
3613,236701,5,431,NE,elektrotehnika,električar,Mađarska,ne,"Inostranstvo,Severno-bački okrug",da,2018,12,"Segedin, Ma? Arska",Tehničke nauke
3614,238089,249,4984,N,"trgovina, prodaja",prodavac,Mađarska,da,,ne,2019,1,Beograd i BudimpeĹˇta (MaÄ‘arska),Trgovina i usluge
3615,238300,18,1195,NE,priprema hrane,kuvar,Mađarska,da,,ne,2019,3,"BudimpeĹˇta, MaÄ‘arska)",Turizam i ugostiteljstvo
3616,238310,2,1259,NE,IT,System Administrator / Engineer,Mađarska,ne,Inostranstvo,da,2019,3,Segedin,Informacione tehnologije
3617,241126,15,1192,NE,transport,vozač,Mađarska,ne,"Inostranstvo,Severno-bački okrug,Severno-banatski okrug",da,2019,1,Morahalom (Ma? Arska),Trgovina i usluge
3618,241310,8,1053,N,ekonomija (opšte),šef ekspoziture,Mađarska,ne,Inostranstvo,da,2019,1,"BudimpeĹˇta, MaÄ‘arska)",Ekonomija
3619,244675,55,993,NE,ostalo,radnik u proizvodnji,Mađarska,ne,Inostranstvo,da,2019,2,Ĺ opron (Ma? Arska),Trgovina i usluge
3620,244686,195,3774,N,"trgovina, prodaja",prodavac,Mađarska,da,,ne,2019,2,Beograd i BudimpeĹˇta (MaÄ‘arska),Trgovina i usluge
3621,248052,8,1119,NE,"građevina, geodezija",građevinski inženjer,Mađarska,da,,ne,2019,3,Srbija (Stara Pazova) / MaÄ‘arska (Segedin),Tehničke nauke
3622,248573,5,1595,N,transport,vozač,Mađarska,da,,ne,2019,3,"KapoĹˇvar, MaÄ‘arska",Trgovina i usluge
3623,249330,4,685,NE,elektrotehnika,kontrolor održavanja-električar,Mađarska,ne,Inostranstvo,da,2019,3,"Balassagiarmat (MaÄ‘arska, okrug Nograd)",Tehničke nauke
3624,249357,3,737,NE,elektrotehnika,elektroinženjer,Mađarska,ne,Inostranstvo,da,2019,3,"Balassagiarmat (MaÄ‘arska, okrug Nograd)",Tehničke nauke
3625,249430,28,1192,N,kontrola kvaliteta,inženjer kontrole kvaliteta,Mađarska,ne,Inostranstvo,da,2019,3,"Vac, MaÄ‘arska",Tehničke nauke
3626,249431,64,1437,N,kontrola kvaliteta,inženjer kontrole kvaliteta,Mađarska,ne,Inostranstvo,da,2019,3,"Vac, MaÄ‘arska",Tehničke nauke
3627,251677,130,3000,N,"trgovina, prodaja",prodavac,Mađarska,da,,ne,2019,8,Beograd i BudimpeĹˇta (MaÄ‘arska),Trgovina i usluge
3628,253522,1,588,NE,poljoprivreda,vozač,Mađarska,da,,ne,2019,4,MaÄ‘arska,Trgovina i usluge
3629,253527,3,307,NE,ostalo,radnik u proizvodnji,Mađarska,da,,ne,2019,4,MaÄ‘arska - Sarvar,Trgovina i usluge
3630,254687,3,1406,NE,IT,Java Developer,Mađarska,da,,ne,2019,3,"Segedin, MaÄ‘arska",Informacione tehnologije
3632,256008,2,553,NE,ostalo,radnik u proizvodnji,Mađarska,da,,ne,2019,9,MaÄ‘arska,Trgovina i usluge
3633,257611,1,740,NE,mašinstvo,radnik na održavanju mašina,Mađarska,da,,ne,2019,5,"Marteli, MaÄ‘arska",Tehničke nauke
3634,259499,30,1127,NE,mašinstvo,rukovalac na CNC mašini,Mađarska,ne,Inostranstvo,da,2019,5,Ma? Arska,Tehničke nauke
3636,262089,4,1101,NE,transport,vozač,Mađarska,da,,ne,2019,6,MaÄ‘arska,Trgovina i usluge
3637,263515,3,411,NE,priprema hrane,mesar,Mađarska,da,,ne,2019,6,Ma? Arska,Turizam i ugostiteljstvo
3638,263605,18,650,NE,ostalo,pomoćni radnik,Mađarska,da,,ne,2019,6,Ma? Arska,Trgovina i usluge
3639,267973,59,4652,NE,"trgovina, prodaja",Menadžer prodaje ,Mađarska,da,,ne,2019,7,Terenski rad u MaÄ‘arskoj,Trgovina i usluge
3643,269215,114,2613,N,"trgovina, prodaja",prodavac,Mađarska,da,,ne,2019,6,Beograd i BudimpeĹˇta (MaÄ‘arska),Trgovina i usluge
3644,269418,33,2908,NE,"trgovina, prodaja",Menadžer prodaje ,Mađarska,ne,"Inostranstvo,Severno-bački okrug,Severno-banatski okrug",da,2019,8,Severna Vojvodina i MaÄ‘arska,Trgovina i usluge
3645,269611,11,1759,NE,transport,vozač,Mađarska,ne,Inostranstvo,da,2019,12,"Srbija, MaÄ‘arska, Slovačka, Bosna i Hercegovina, Makedonija, Crna Gora",Trgovina i usluge
3646,269692,1,519,N,"građevina, geodezija",zidar,Mađarska,da,,ne,2019,9,"BudimpeĹˇta, MaÄ‘arska",Tehničke nauke
3648,269716,2,327,N,"građevina, geodezija",gipsar,Mađarska,da,,ne,2019,9,"BudimpeĹˇta, MaÄ‘arska",Tehničke nauke
3650,270246,25,739,NE,ostalo,mesar,Mađarska,ne,Inostranstvo,da,2019,8,Ma? Arska,Turizam i ugostiteljstvo
3651,270292,15,1434,NE,magacin,magacioner,Mađarska,da,,ne,2019,8,"? er, Ma? arska",Trgovina i usluge
3652,272962,78,2929,NE,ostalo,radnik u proizvodnji,Mađarska,ne,Inostranstvo,da,2019,2,Ma? Arska,Trgovina i usluge
3653,273447,6,376,NE,tekstilna industrija,šivač/krojač,Mađarska,da,,ne,2019,4,Ma? Arska,Trgovina i usluge
3654,273540,8,444,NE,mašinstvo,operater na mašinama,Mađarska,ne,Inostranstvo,da,2019,4,Ĺ opron (Ma? Arska),Tehničke nauke
3655,273567,8,534,NE,mašinstvo,metalostrugar,Mađarska,ne,Inostranstvo,da,2019,4,Veszkeni (Ma? Arska),Tehničke nauke
3656,273863,1,403,NE,elektrotehnika,elektroinženjer,Mađarska,da,,ne,2019,6,U BudimpeĹˇti (MaÄ‘arska),Tehničke nauke
3657,274783,2,283,NE,tekstilna industrija,šivač/krojač,Mađarska,da,,ne,2019,11,Ma? Arska,Trgovina i usluge
3659,274829,19,1418,NE,transport,vozač,Mađarska,da,,ne,2019,9,Ma? Arska,Trgovina i usluge
3660,277876,34,1283,NE,magacin,magacioner,Mađarska,ne,Inostranstvo,da,2019,2,"BudimpeĹˇta, MaÄ‘arska",Trgovina i usluge
3661,278026,2,635,NE,ostalo,fizički radnik,Mađarska,da,,ne,2019,3,Baja (Ma? Arska),Trgovina i usluge
3662,278485,6,581,NE,magacin,magacioner,Mađarska,da,,ne,2019,7,U BudimpeĹˇti (MaÄ‘arska),Trgovina i usluge
3663,279114,58,1118,NE,"jezici, književnost",prevodilac,Mađarska,ne,Inostranstvo,da,2019,10,"BudimpeĹˇta, MaÄ‘arska)","Obrazovanje, umetnost i sport"
3664,279287,9,2156,NE,logistika,dispečer,Mađarska,ne,Inostranstvo,da,2019,11,"BudimpeĹˇta, MaÄ‘arska)",Trgovina i usluge
3665,279759,34,1252,N,elektrotehnika,električar,Mađarska,da,,ne,2019,10,Subotica (sa treningom u SekeĹˇfehervaru - MaÄ‘arska),Tehničke nauke
3666,279770,37,1426,N,elektrotehnika,elektroinženjer,Mađarska,da,,ne,2019,10,Subotica (sa treningom u SekeĹˇfehervaru - MaÄ‘arska),Tehničke nauke
3667,281547,37,2417,NE,transport,vozač,Mađarska,da,,ne,2019,10,"Srbija, MaÄ‘arska, Slovačka, Bosna i Hercegovina, Makedonija, Crna Gora",Trgovina i usluge
3668,283939,37,1285,NE,ostalo,radnik u proizvodnji,Mađarska,da,,ne,2019,11,MaÄ‘arska (obezbeÄ‘en smeĹˇtaj),Trgovina i usluge
3669,285202,8,602,NE,ostalo,radnik u proizvodnji,Mađarska,da,,ne,2019,11,"Szombatheli, MaÄ‘arska",Trgovina i usluge
3670,285415,2,593,NE,logistika,carinski agent (špediter),Mađarska,ne,Inostranstvo,da,2019,11,Granični prelaz Roszke Road,Trgovina i usluge
3671,292315,14,777,NE,mašinstvo,metalostrugar,Mađarska,ne,Inostranstvo,da,2020,1,Veszkeni (Ma? Arska),Tehničke nauke
3672,293109,97,2602,NE,transport,vozač,Mađarska,da,,ne,2020,1,na teritoriji Srbije - MaÄ‘arske,Trgovina i usluge
3673,294941,8,455,NE,tekstilna industrija,šivač/krojač,Mađarska,da,,ne,2020,5,Ma? Arska,Trgovina i usluge
3674,297374,12,915,N,elektrotehnika,elektroinženjer,Mađarska,da,,ne,2020,2,SekeĹˇfehervar (Ma? Arska),Tehničke nauke
3676,299415,1,215,NE,pozivni centri,Telefonski operater,Mađarska,ne,Inostranstvo,da,2020,4,Segedin (MaÄ‘arska),Ekonomija
3677,299422,2,217,NE,administracija,administrativni radnik,Mađarska,ne,Inostranstvo,da,2020,4,Segedin (MaÄ‘arska),Ekonomija
3678,301252,46,2095,N,"marketing, promocija",marketing menadžer,Mađarska,ne,Inostranstvo,da,2020,3,BudimpeĹˇta,Ekonomija
3679,302977,7,605,NE,IT,JavaScript Developer,Mađarska,ne,Inostranstvo,da,2020,4,"BudimpeĹˇta, MaÄ‘arska)",Informacione tehnologije
3680,302978,5,530,NE,IT,iOS Developer,Mađarska,ne,Inostranstvo,da,2020,4,"BudimpeĹˇta, MaÄ‘arska)",Informacione tehnologije
3681,302980,16,815,NE,IT,IT Analyst,Mađarska,ne,Inostranstvo,da,2020,4,"BudimpeĹˇta, MaÄ‘arska)",Informacione tehnologije
3682,237340,117,2947,NE,ugostiteljstvo,menadžer ugostiteljstva,SAD,da,,ne,2018,12,"Majami, SAD",Turizam i ugostiteljstvo
3683,264132,39,2378,NE,ostalo,bejbisiter/ka,SAD,ne,Inostranstvo,da,2019,1,"Majami, SAD","Obrazovanje, umetnost i sport"
3684,85707,195,2698,NE,menadžment (viši),Konsultant,Makedonija,ne,Inostranstvo,da,2013,1,"Srbija, Makedonija, Hrvatska, BiH, Crna Gora",Ekonomija
3685,86123,644,19320,NE,"trgovina, prodaja",direktor prodaje,Makedonija,ne,"Srbija,Inostranstvo",da,2013,1,"Srbija, Makedonija",Trgovina i usluge
3687,93158,75,4069,NE,menadžment (srednji),menadžer za odnose sa javnošću,Makedonija,ne,"Inostranstvo,Rasinski okrug,NiĹˇavski okrug,Toplički okrug,Pirotski okrug,Jablanički okrug,Pčinjski okrug,Kosovski okrug,PeÄ‡ki okrug,Prizrenski okrug,Kosovsko-mitrovački okrug,Kosovsko-pomoravski okrug",da,2013,7,JuĹľna Srbija (opĹˇtine susedne Kosovu i BivĹˇa Jugoslovenska Republika Makedonija - BJRM),Ekonomija
3688,97706,466,13546,NE,menadžment (srednji),komercijalista,Makedonija,ne,"Srbija,Inostranstvo,Kosovski okrug,Kosovsko-mitrovački okrug,Kosovsko-pomoravski okrug",da,2013,2,"Srbija (Kosovo), Makedonija",Trgovina i usluge
3689,116932,474,11056,NE,"trgovina, prodaja",komercijalista,Makedonija,ne,"Srbija,Inostranstvo,Beograd (Ĺˇiri)",da,2015,5,"Srbija, Makedonija",Trgovina i usluge
3692,134537,1,5194,NE,ekonomija (opšte),administrativni radnik,Makedonija,ne,"Srbija,Inostranstvo",da,2016,1,"Srbija, meÄ‘unarodna (Makedonija)",Ekonomija
